ID,Tipo,Subtipo,Nome,Arquivo,Camada,Categoria,Acoes_Botoes,Persistencia,Status_B5_4,Status_B5_5,Observacao
INV-0122,VIEWMODEL,MVVM State/Commands,LoginViewModel,ViewModels\LoginViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0123,VIEWMODEL,MVVM State/Commands,NovoAgendamentoPremiumViewModel,ViewModels\NovoAgendamentoPremiumViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0124,VIEWMODEL,MVVM State/Commands,OrcamentosViewModel,ViewModels\OrcamentosViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0125,VIEWMODEL,MVVM State/Commands,OrdensServicoViewModel,ViewModels\OrdensServicoViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0126,VIEWMODEL,MVVM State/Commands,PDVViewModel,ViewModels\PDVViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0127,VIEWMODEL,MVVM State/Commands,PrinterManagementViewModel,ViewModels\PrinterManagementViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0128,VIEWMODEL,MVVM State/Commands,RelatoriosModernoViewModel,ViewModels\RelatoriosModernoViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0129,VIEWMODEL,MVVM State/Commands,RelatoriosViewModel,ViewModels\RelatoriosViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0130,VIEWMODEL,MVVM State/Commands,RelayCommand,ViewModels\RelayCommand.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0131,VIEWMODEL,MVVM State/Commands,TrocarSenhaObrigatoriaViewModel,ViewModels\TrocarSenhaObrigatoriaViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0132,VIEWMODEL,MVVM State/Commands,VeiculosViewModel,ViewModels\VeiculosViewModel.cs,Presentation Logic,MVVM,Bindings / Relays / PropertyChanged,N/A,PASS,HOMOLOGADO,Camada MVVM de binding reativo e comandos da interface
INV-0133,REPOSITORY,Data Access Layer,AuditoriaRepository,Repositories\AuditoriaRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0134,REPOSITORY,Data Access Layer,ClienteRepository,Repositories\ClienteRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0135,REPOSITORY,Data Access Layer,FornecedorRepository,Repositories\FornecedorRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0136,REPOSITORY,Data Access Layer,FuncionarioRepository,Repositories\FuncionarioRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0137,REPOSITORY,Data Access Layer,IClienteRepository,Repositories\IClienteRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0138,REPOSITORY,Data Access Layer,IFornecedorRepository,Repositories\IFornecedorRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0139,REPOSITORY,Data Access Layer,IFuncionarioRepository,Repositories\IFuncionarioRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0140,REPOSITORY,Data Access Layer,IOrdemServicoRepository,Repositories\IOrdemServicoRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0141,REPOSITORY,Data Access Layer,IProdutoRepository,Repositories\IProdutoRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0142,REPOSITORY,Data Access Layer,OrdemServicoRepository,Repositories\OrdemServicoRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0143,REPOSITORY,Data Access Layer,ProdutoRepository,Repositories\ProdutoRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0144,REPOSITORY,Data Access Layer,RepositoryRegistry,Repositories\RepositoryRegistry.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0145,REPOSITORY,Data Access Layer,VendaRepository,Repositories\VendaRepository.cs,Data Persistence,Database/DAL,CRUD / SQL / Dapper / MoneyIO,SQLite,PASS,HOMOLOGADO,Repositório de persistência SQLite com suporte a MoneyIO e transações
INV-0146,SERVICE,Business Service,AccessibilityService,Services\AccessibilityService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0147,SERVICE,Business Service,AgendamentoDatabaseService,Services\AgendamentoDatabaseService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0148,SERVICE,Business Service,AgendamentoReportService,Services\AgendamentoReportService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0149,SERVICE,Business Service,AppCacheService,Services\AppCacheService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0150,SERVICE,Business Service,AppRuntimeConfiguration,Services\AppRuntimeConfiguration.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0151,SERVICE,Business Service,AppSessionService,Services\AppSessionService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0152,SERVICE,Business Service,AuditLogService,Services\AuditLogService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0153,SERVICE,Business Service,AuditTrailService,Services\AuditTrailService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0154,SERVICE,Business Service,AutoEletricaRoteiroPersistService,Services\AutoEletricaRoteiroPersistService.cs,Business Logic,Autoelétrica,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Autoelétrica
INV-0155,SERVICE,Business Service,AutoEletricaTecnicaService,Services\AutoEletricaTecnicaService.cs,Business Logic,Autoelétrica,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Autoelétrica
INV-0156,SERVICE,Business Service,BusinessConfigurationService,Services\BusinessConfigurationService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0157,SERVICE,Business Service,CaixaService,Services\CaixaService.cs,Business Logic,Financeiro,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Financeiro
INV-0158,SERVICE,Business Service,ChecklistTecnicoService,Services\ChecklistTecnicoService.cs,Business Logic,Checklist Multiponto,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Checklist Multiponto
INV-0159,SERVICE,Business Service,ClienteMediaService,Services\ClienteMediaService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0160,SERVICE,Business Service,ClipboardHelper,Services\ClipboardHelper.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0161,SERVICE,Business Service,ComissaoSettlementService,Services\ComissaoSettlementService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0162,SERVICE,Business Service,CommercialDocumentActions,Services\CommercialDocumentActions.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0163,SERVICE,Business Service,CompraSugestaoService,Services\CompraSugestaoService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0164,SERVICE,Business Service,ContabilExportService,Services\ContabilExportService.cs,Business Logic,Financeiro,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Financeiro
INV-0165,SERVICE,Business Service,CriticalActionDialogService,Services\CriticalActionDialogService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0166,SERVICE,Business Service,CryptoService,Services\CryptoService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0167,SERVICE,Business Service,DatabaseBackupService,Services\DatabaseBackupService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0168,SERVICE,Business Service,DatabaseConnectionSettingsService,Services\DatabaseConnectionSettingsService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0169,SERVICE,Business Service,DatabaseHealthService,Services\DatabaseHealthService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0170,SERVICE,Business Service,DatabasePersistenceTestService,Services\DatabasePersistenceTestService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0171,SERVICE,Business Service,DatabaseProviderPlanService,Services\DatabaseProviderPlanService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0172,SERVICE,Business Service,DatabaseService.AccessControl,Services\DatabaseService.AccessControl.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0173,SERVICE,Business Service,DatabaseService.Audit,Services\DatabaseService.Audit.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0174,SERVICE,Business Service,DatabaseService.Clientes,Services\DatabaseService.Clientes.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0175,SERVICE,Business Service,DatabaseService.Estoque,Services\DatabaseService.Estoque.cs,Business Logic,Estoque/Peças,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Estoque/Peças
INV-0176,SERVICE,Business Service,DatabaseService.Fornecedores,Services\DatabaseService.Fornecedores.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0177,SERVICE,Business Service,DatabaseService.Funcionarios,Services\DatabaseService.Funcionarios.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0178,SERVICE,Business Service,DatabaseService.Migrations,Services\DatabaseService.Migrations.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0179,SERVICE,Business Service,DatabaseService.OrdensServico,Services\DatabaseService.OrdensServico.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0180,SERVICE,Business Service,DatabaseService.Produtos,Services\DatabaseService.Produtos.cs,Business Logic,Estoque/Peças,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Estoque/Peças
INV-0181,SERVICE,Business Service,DatabaseService.Reset,Services\DatabaseService.Reset.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0182,SERVICE,Business Service,DatabaseService,Services\DatabaseService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0183,SERVICE,Business Service,DiagnosticoTecnicoService,Services\DiagnosticoTecnicoService.cs,Business Logic,Autoelétrica,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Autoelétrica
INV-0184,SERVICE,Business Service,DisplayDensityService,Services\DisplayDensityService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0185,SERVICE,Business Service,DocumentoPdfService,Services\DocumentoPdfService.cs,Business Logic,Relatórios/Impressão,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Relatórios/Impressão
INV-0186,SERVICE,Business Service,DviChecklistService,Services\DviChecklistService.cs,Business Logic,Checklist Multiponto,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Checklist Multiponto
INV-0187,SERVICE,Business Service,ErrorHandlingService,Services\ErrorHandlingService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0188,SERVICE,Business Service,EstoqueOperationalService,Services\EstoqueOperationalService.cs,Business Logic,Estoque/Peças,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Estoque/Peças
INV-0189,SERVICE,Business Service,ExternalBackupService,Services\ExternalBackupService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0190,SERVICE,Business Service,FilialService,Services\FilialService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0191,SERVICE,Business Service,FinanceiroDatabaseService,Services\FinanceiroDatabaseService.cs,Business Logic,Financeiro,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Financeiro
INV-0192,SERVICE,Business Service,FornecedorOperationalService,Services\FornecedorOperationalService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0193,SERVICE,Business Service,FuncionarioMediaService,Services\FuncionarioMediaService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0194,SERVICE,Business Service,FuncionarioOperationalService,Services\FuncionarioOperationalService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0195,SERVICE,Business Service,GarantiaRetornoService,Services\GarantiaRetornoService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0196,SERVICE,Business Service,INavigationService,Services\INavigationService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0197,SERVICE,Business Service,LanguageManager,Services\LanguageManager.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0198,SERVICE,Business Service,LembreteRevisaoService,Services\LembreteRevisaoService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0199,SERVICE,Business Service,LicenseService,Services\LicenseService.cs,Business Logic,Licenciamento,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Licenciamento
INV-0200,SERVICE,Business Service,LocalSyncService,Services\LocalSyncService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0201,SERVICE,Business Service,LocalizationService.Closure,Services\LocalizationService.Closure.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0202,SERVICE,Business Service,LocalizationService.Content,Services\LocalizationService.Content.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0203,SERVICE,Business Service,LocalizationService.Gate,Services\LocalizationService.Gate.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0204,SERVICE,Business Service,LocalizationService.Interaction,Services\LocalizationService.Interaction.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0205,SERVICE,Business Service,LocalizationService.Modules,Services\LocalizationService.Modules.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0206,SERVICE,Business Service,LocalizationService,Services\LocalizationService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0207,SERVICE,Business Service,LoggerService,Services\LoggerService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0208,SERVICE,Business Service,LoginAuthenticationResult,Services\LoginAuthenticationResult.cs,Business Logic,Segurança/RBAC,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Segurança/RBAC
INV-0209,SERVICE,Business Service,MigrationService,Services\MigrationService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0210,SERVICE,Business Service,MoneyCents,Services\MoneyCents.cs,Business Logic,Financeiro,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Financeiro
INV-0211,SERVICE,Business Service,MoneyIO,Services\MoneyIO.cs,Business Logic,Financeiro,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Financeiro
INV-0212,SERVICE,Business Service,NFeService,Services\NFeService.cs,Business Logic,Fiscal,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Fiscal
INV-0213,SERVICE,Business Service,NavigationService,Services\NavigationService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0214,SERVICE,Business Service,NotificationService,Services\NotificationService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0215,SERVICE,Business Service,OficinaProfissionalService,Services\OficinaProfissionalService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0216,SERVICE,Business Service,OperationalWorkflowTestService,Services\OperationalWorkflowTestService.cs,Business Logic,QA/Automação,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: QA/Automação
INV-0217,SERVICE,Business Service,OrcamentoAprovacaoService,Services\OrcamentoAprovacaoService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0218,SERVICE,Business Service,OrcamentoDatabaseService,Services\OrcamentoDatabaseService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0219,SERVICE,Business Service,OrcamentoPdfService,Services\OrcamentoPdfService.cs,Business Logic,Relatórios/Impressão,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Relatórios/Impressão
INV-0220,SERVICE,Business Service,OrdemServicoMediaService,Services\OrdemServicoMediaService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0221,SERVICE,Business Service,PasswordHasherService,Services\PasswordHasherService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0222,SERVICE,Business Service,PathSecurityHelper,Services\PathSecurityHelper.cs,Business Logic,Segurança/RBAC,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Segurança/RBAC
INV-0223,SERVICE,Business Service,PedidoFornecedorService,Services\PedidoFornecedorService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0224,SERVICE,Business Service,PermissionCheckResult,Services\PermissionCheckResult.cs,Business Logic,Segurança/RBAC,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Segurança/RBAC
INV-0225,SERVICE,Business Service,PermissionProfileTestService,Services\PermissionProfileTestService.cs,Business Logic,Segurança/RBAC,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Segurança/RBAC
INV-0226,SERVICE,Business Service,PermissionService,Services\PermissionService.cs,Business Logic,Segurança/RBAC,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Segurança/RBAC
INV-0227,SERVICE,Business Service,PosVendaService,Services\PosVendaService.cs,Business Logic,Pós-Venda,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Pós-Venda
INV-0228,SERVICE,Business Service,Primox360Service,Services\Primox360Service.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0229,SERVICE,Business Service,PrimoxQaEngine,Services\PrimoxQaEngine.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0230,SERVICE,Business Service,PrinterDiagnosticsService,Services\PrinterDiagnosticsService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0231,SERVICE,Business Service,ProdutoEtiquetaService,Services\ProdutoEtiquetaService.cs,Business Logic,Estoque/Peças,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Estoque/Peças
INV-0232,SERVICE,Business Service,ProdutoImportacaoService,Services\ProdutoImportacaoService.cs,Business Logic,Estoque/Peças,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Estoque/Peças
INV-0233,SERVICE,Business Service,ProdutoMediaService,Services\ProdutoMediaService.cs,Business Logic,Estoque/Peças,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Estoque/Peças
INV-0234,SERVICE,Business Service,QualityReportService,Services\QualityReportService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0235,SERVICE,Business Service,RecordLockService,Services\RecordLockService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0236,SERVICE,Business Service,RegistroBloqueioService,Services\RegistroBloqueioService.cs,Business Logic,Geral,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Geral
INV-0237,SERVICE,Business Service,RelatorioDatabaseService,Services\RelatorioDatabaseService.cs,Business Logic,Backup/Restore,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Backup/Restore
INV-0238,SERVICE,Business Service,RelatorioExportService,Services\RelatorioExportService.cs,Business Logic,Relatórios/Impressão,Regras de Negócio / Orquestração,SQLite / JSON Pericial,PASS,HOMOLOGADO,Serviço de lógica de negócio: Relatórios/Impressão
